0.000000 0.000000 
1.143169 1.964127 
1.536901 2.218465 
1.891262 2.352646 
2.284996 2.460409 
2.639359 2.536964 
3.033092 2.614824 
3.387455 2.675685 
3.781191 2.733376 
4.135553 2.781448 
4.529289 2.832624 
4.883654 2.867040 
5.277390 2.902865 
5.631754 2.940734 
6.025492 2.991266 
6.379856 3.030734 
6.773594 3.071377 
7.127958 3.110052 
7.521697 3.146016 
7.876061 3.178466 
8.269800 3.211642 
8.624166 3.243791 
9.017904 3.281736 
9.372270 3.318323 
9.766009 3.353029 
10.120375 3.382231 
10.514113 3.414079 
10.868479 3.440471 
11.262218 3.467256 
11.616584 3.496934 
12.010323 3.528502 
12.364688 3.552598 
12.758428 3.572160 
13.112793 3.588405 
13.506532 3.606221 
13.860896 3.626772 
14.254635 3.651735 
14.608999 3.672791 
15.002738 3.689943 
15.357102 3.709815 
15.711466 3.728475 
16.105204 3.747272 
16.459568 3.761188 
16.853306 3.774099 
17.207668 3.781930 
17.601404 3.789139 
17.955769 3.794003 
18.349503 3.793492 
18.703865 3.792648 
19.097601 3.796715 
19.451962 3.800859 
19.845696 3.802796 
20.200056 3.803119 
20.593790 3.803885 
20.948151 3.805627 
21.341883 3.812306 
21.696241 3.819450 
22.089973 3.822999 
22.444330 3.821946 
22.838060 3.818588 
23.192417 3.814097 
23.586147 3.811706 
23.940502 3.811983 
24.334230 3.810135 
24.688585 3.809234 
25.082312 3.809756 
25.436665 3.810804 
25.830391 3.808059 
26.184742 3.803655 
26.578466 3.799300 
26.932817 3.798652 
27.326540 3.801006 
27.680889 3.806131 
28.074610 3.811193 
28.428957 3.816173 
28.822676 3.819509 
29.177023 3.821599 
29.570740 3.822117 
29.925085 3.823048 
30.318800 3.825846 
30.673143 3.826102 
31.066856 3.824720 
31.421198 3.822730 
31.775539 3.823413 
32.169250 3.820913 
32.523586 3.819860 
32.917297 3.818045 
33.271633 3.818730 
33.665337 3.816423 
34.019672 3.818247 
34.413376 3.821951 
34.767712 3.827312 
35.161411 3.831347 
35.515743 3.833383 
