0.000000 0.000000 
1.143169 1.851153 
1.536901 2.194598 
1.891262 2.369600 
2.284996 2.503207 
2.639359 2.606119 
3.033092 2.705528 
3.387455 2.779497 
3.781191 2.840998 
4.135553 2.898106 
4.529289 2.957033 
4.883654 3.001969 
5.277390 3.045282 
5.631754 3.082202 
6.025492 3.118500 
6.379856 3.149900 
6.773594 3.188757 
7.127958 3.224568 
7.521697 3.260212 
7.876061 3.296060 
8.269800 3.336470 
8.624166 3.371736 
9.017904 3.408540 
9.372270 3.440489 
9.766009 3.473587 
10.120375 3.504455 
10.514113 3.542626 
10.868479 3.576847 
11.262218 3.608906 
11.616584 3.635144 
12.010323 3.662366 
12.364688 3.683361 
12.758428 3.705639 
13.112793 3.724327 
13.506532 3.742471 
13.860896 3.756831 
14.254635 3.774135 
14.608999 3.786953 
15.002738 3.796545 
15.357102 3.807114 
15.711466 3.817816 
16.105204 3.828048 
16.459568 3.837107 
16.853306 3.849011 
17.207668 3.856454 
17.601404 3.861462 
17.955769 3.866610 
18.349503 3.871732 
18.703865 3.874874 
19.097601 3.878623 
19.451962 3.881224 
19.845696 3.881332 
20.200056 3.880258 
20.593790 3.879108 
20.948151 3.878821 
21.341883 3.880217 
21.696241 3.882976 
22.089973 3.883574 
22.444330 3.882099 
22.838060 3.880082 
23.192417 3.880071 
23.586147 3.879807 
23.940502 3.881669 
24.334230 3.882372 
24.688585 3.882421 
25.082312 3.881520 
25.436665 3.881011 
25.830391 3.881186 
26.184742 3.881237 
26.578466 3.880013 
26.932817 3.876880 
27.326540 3.875796 
27.680889 3.876396 
28.074610 3.878203 
28.428957 3.879930 
28.822676 3.882529 
29.177023 3.883869 
29.570740 3.884526 
29.925085 3.886682 
30.318800 3.888592 
30.673143 3.890134 
31.066856 3.890544 
31.421198 3.891741 
31.775539 3.893789 
32.169250 3.896731 
32.523586 3.898627 
32.917297 3.898478 
33.271633 3.898370 
33.665337 3.897300 
34.019672 3.896832 
34.413376 3.895881 
34.767712 3.895433 
35.161411 3.895171 
35.515743 3.894868 
