0.000000 0.000000 
1.143169 2.041616 
1.536901 2.292500 
1.891262 2.435496 
2.284996 2.549033 
2.639359 2.630364 
3.033092 2.712579 
3.387455 2.773998 
3.781191 2.822099 
4.135553 2.873726 
4.529289 2.929203 
4.883654 2.971089 
5.277390 3.012671 
5.631754 3.054169 
6.025492 3.093172 
6.379856 3.127263 
6.773594 3.169252 
7.127958 3.204941 
7.521697 3.234642 
7.876061 3.265170 
8.269800 3.298217 
8.624166 3.327181 
9.017904 3.358388 
9.372270 3.389093 
9.766009 3.421469 
10.120375 3.449503 
10.514113 3.480654 
10.868479 3.505465 
11.262218 3.529588 
11.616584 3.553018 
12.010323 3.578563 
12.364688 3.598700 
12.758428 3.622924 
13.112793 3.645135 
13.506532 3.667273 
13.860896 3.684686 
14.254635 3.704145 
14.608999 3.717941 
15.002738 3.731022 
15.357102 3.745661 
15.711466 3.760617 
16.105204 3.773865 
16.459568 3.784540 
16.853306 3.797042 
17.207668 3.805549 
17.601404 3.813349 
17.955769 3.820992 
18.349503 3.829389 
18.703865 3.833907 
19.097601 3.837269 
19.451962 3.840347 
19.845696 3.842855 
20.200056 3.847169 
20.593790 3.850993 
20.948151 3.852052 
21.341883 3.851312 
21.696241 3.852782 
22.089973 3.855882 
22.444330 3.856734 
22.838060 3.856232 
23.192417 3.856257 
23.586147 3.856222 
23.940502 3.856996 
24.334230 3.858405 
24.688585 3.860169 
25.082312 3.860167 
25.436665 3.860552 
25.830391 3.861062 
26.184742 3.862648 
26.578466 3.863412 
26.932817 3.862517 
27.326540 3.862744 
27.680889 3.864917 
28.074610 3.867354 
28.428957 3.867781 
28.822676 3.867409 
29.177023 3.867321 
29.570740 3.868000 
29.925085 3.868874 
30.318800 3.869087 
30.673143 3.869623 
31.066856 3.869955 
31.421198 3.870909 
31.775539 3.870591 
32.169250 3.869697 
32.523586 3.869053 
32.917297 3.869506 
33.271633 3.869431 
33.665337 3.870275 
34.019672 3.871464 
34.413376 3.873261 
34.767712 3.873991 
35.161411 3.873947 
35.515743 3.873480 
