134.171310	-6.008682	0.001795	-0.014398	-0.023495	-0.003953	-0.000465	0.004388
134.171310	-5.002186	0.002349	-0.012135	-0.020281	-0.003782	-0.000510	0.006127
134.171310	-4.000437	0.002946	-0.010131	-0.016638	-0.003415	-0.000527	0.007387
134.171310	-2.999813	0.003525	-0.007847	-0.013561	-0.003009	-0.000770	0.007670
134.735055	-1.998876	0.004060	-0.005679	-0.010464	-0.002730	-0.000907	0.008069
134.171310	-0.999813	0.004355	-0.003667	-0.007523	-0.002671	-0.000721	0.008858
134.171310	0.000687	0.004466	-0.001988	-0.003585	-0.002682	-0.000495	0.010580
135.298800	1.001686	0.004472	-0.001103	0.003194	-0.002525	-0.000117	0.011370
135.298800	2.000250	0.004105	-0.000352	0.009304	-0.002472	0.000225	0.010581
136.426290	3.000125	0.004038	0.000025	0.016570	-0.002670	0.000900	0.012103
135.298800	4.001437	0.002817	-0.000429	0.026869	-0.003133	0.002054	0.015172
135.298800	5.001437	0.001320	-0.000643	0.034950	-0.003619	0.003143	0.015852
136.426290	6.000437	-0.000334	0.001249	0.038839	-0.003673	0.003633	0.011950
136.426290	7.000312	-0.001976	0.004290	0.039581	-0.003323	0.003418	0.010284
136.426290	7.999875	-0.003715	0.008215	0.039148	-0.002875	0.003025	0.009801
136.426290	8.998064	-0.005557	0.011639	0.039491	-0.002693	0.002884	0.010663
136.877286	9.997626	-0.007406	0.015154	0.039981	-0.001769	0.002068	0.011471
136.426290	10.998376	-0.008721	0.017422	0.042330	-0.000206	0.000532	0.013241
136.426290	11.996065	-0.009814	0.019277	0.045957	-0.000409	0.001011	0.011374
136.426290	12.996565	-0.010918	0.022264	0.048067	0.000338	0.000480	0.006727
136.426290	13.997751	-0.011542	0.026138	0.048154	0.001819	-0.001302	0.002257
136.426290	14.997751	-0.011543	0.030188	0.046410	0.002597	-0.002697	0.002139
135.298800	15.997189	-0.010868	0.033504	0.044246	0.002569	-0.003049	0.001717
135.975294	16.998438	-0.010423	0.035711	0.044283	0.002375	-0.002921	0.001644
136.313541	17.998064	-0.010225	0.037773	0.044784	0.001989	-0.002415	0.000936
135.298800	18.997439	-0.009902	0.039389	0.045574	0.001813	-0.002244	-0.001085
135.298800	19.997439	-0.010007	0.041102	0.046629	0.001421	-0.002207	-0.004542
