   y(mm)   u(m/s)
   4.2538354e+00   9.9988211e-01
   4.2596467e+00   9.9988302e-01
   4.2654579e+00   9.9988392e-01
   4.2712692e+00   9.9988479e-01
   4.2770804e+00   9.9988563e-01
   4.2828917e+00   9.9988646e-01
   4.2887029e+00   9.9988726e-01
   4.2945142e+00   9.9988803e-01
   4.3003254e+00   9.9988879e-01
   4.3061367e+00   9.9988952e-01
   4.3119479e+00   9.9989024e-01
   4.3177592e+00   9.9989093e-01
   4.3235704e+00   9.9989160e-01
   4.3293817e+00   9.9989226e-01
   4.3351929e+00   9.9989289e-01
   4.3410042e+00   9.9989350e-01
   4.3468154e+00   9.9989410e-01
   4.3526267e+00   9.9989468e-01
   4.3584379e+00   9.9989524e-01
   4.3642492e+00   9.9989579e-01
   4.3700604e+00   9.9989631e-01
   4.3758717e+00   9.9989683e-01
   4.3816829e+00   9.9989732e-01
   4.3874942e+00   9.9989781e-01
   4.3933054e+00   9.9989827e-01
   4.3991167e+00   9.9989873e-01
   4.4049279e+00   9.9989917e-01
   4.4107392e+00   9.9989960e-01
   4.4165504e+00   9.9990001e-01
   4.4223617e+00   9.9990042e-01
   4.4281729e+00   9.9990081e-01
   4.4339842e+00   9.9990119e-01
   4.4397954e+00   9.9990156e-01
   4.4456067e+00   9.9990192e-01
   4.4514179e+00   9.9990227e-01
   4.4572292e+00   9.9990261e-01
   4.4630404e+00   9.9990294e-01
   4.4688517e+00   9.9990327e-01
   4.4746629e+00   9.9990358e-01
   4.4804742e+00   9.9990389e-01
   4.4862854e+00   9.9990419e-01
   4.4920967e+00   9.9990448e-01
   4.4979079e+00   9.9990476e-01
   4.5037192e+00   9.9990504e-01
   4.5095305e+00   9.9990531e-01
   4.5153417e+00   9.9990556e-01
   4.5211530e+00   9.9990582e-01
   4.5269642e+00   9.9990606e-01
   4.5327755e+00   9.9990629e-01
   4.5385867e+00   9.9990652e-01
   4.5443980e+00   9.9990675e-01
   4.5502092e+00   9.9990696e-01
   4.5560205e+00   9.9990717e-01
   4.5618317e+00   9.9990737e-01
   4.5676430e+00   9.9990756e-01
   4.5734542e+00   9.9990775e-01
   4.5792655e+00   9.9990793e-01
   4.5850767e+00   9.9990811e-01
   4.5908880e+00   9.9990828e-01
   4.5966992e+00   9.9990844e-01
   4.6025105e+00   9.9990860e-01
   4.6083217e+00   9.9990875e-01
   4.6141330e+00   9.9990890e-01
   4.6199442e+00   9.9990904e-01
   4.6257555e+00   9.9990918e-01
   4.6315667e+00   9.9990931e-01
   4.6373780e+00   9.9990944e-01
   4.6431892e+00   9.9990957e-01
   4.6490005e+00   9.9990969e-01
   4.6548117e+00   9.9990980e-01
   4.6606230e+00   9.9990992e-01
   4.6664342e+00   9.9991003e-01
   4.6722455e+00   9.9991013e-01
   4.6780567e+00   9.9991023e-01
   4.6838680e+00   9.9991033e-01
   4.6896792e+00   9.9991043e-01
   4.6954905e+00   9.9991053e-01
   4.7013017e+00   9.9991062e-01
   4.7071130e+00   9.9991071e-01
   4.7129242e+00   9.9991080e-01
   4.7187355e+00   9.9991089e-01
   4.7245467e+00   9.9991097e-01
   4.7303580e+00   9.9991106e-01
   4.7361692e+00   9.9991114e-01
   4.7419805e+00   9.9991122e-01
   4.7477917e+00   9.9991129e-01
   4.7536030e+00   9.9991137e-01
   4.7594142e+00   9.9991144e-01
   4.7652255e+00   9.9991151e-01
   4.7710367e+00   9.9991158e-01
   4.7768480e+00   9.9991164e-01
   4.7826592e+00   9.9991171e-01
   4.7884705e+00   9.9991177e-01
   4.7942817e+00   9.9991183e-01
   4.8000930e+00   9.9991188e-01
   4.8059042e+00   9.9991194e-01
   4.8117155e+00   9.9991199e-01
   4.8175267e+00   9.9991204e-01
   4.8233380e+00   9.9991209e-01
   4.8291492e+00   9.9991214e-01
   4.8349605e+00   9.9991219e-01
   4.8407717e+00   9.9991223e-01
   4.8465830e+00   9.9991227e-01
   4.8523942e+00   9.9991231e-01
   4.8582055e+00   9.9991235e-01
   4.8640167e+00   9.9991239e-01
   4.8698280e+00   9.9991242e-01
   4.8756392e+00   9.9991245e-01
   4.8814505e+00   9.9991249e-01
   4.8872617e+00   9.9991252e-01
   4.8930730e+00   9.9991255e-01
   4.8988842e+00   9.9991257e-01
   4.9046955e+00   9.9991260e-01
   4.9105067e+00   9.9991263e-01
   4.9163180e+00   9.9991265e-01
   4.9221292e+00   9.9991267e-01
   4.9279405e+00   9.9991270e-01
   4.9337517e+00   9.9991272e-01
   4.9395630e+00   9.9991274e-01
   4.9453742e+00   9.9991276e-01
   4.9511855e+00   9.9991278e-01
   4.9569967e+00   9.9991280e-01
   4.9628080e+00   9.9991282e-01
   4.9686192e+00   9.9991284e-01
   4.9744305e+00   9.9991285e-01
   4.9802417e+00   9.9991287e-01
   4.9860530e+00   9.9991289e-01
   4.9918642e+00   9.9991291e-01
   4.9976755e+00   9.9991293e-01
   5.0034868e+00   9.9991295e-01
   5.0092980e+00   9.9991296e-01
   5.0151093e+00   9.9991298e-01
   5.0209205e+00   9.9991300e-01
   5.0267318e+00   9.9991302e-01
   5.0325430e+00   9.9991303e-01
   5.0383543e+00   9.9991305e-01
   5.0441655e+00   9.9991307e-01
   5.0499768e+00   9.9991308e-01
   5.0557880e+00   9.9991310e-01
   5.0615993e+00   9.9991311e-01
   5.0674105e+00   9.9991313e-01
   5.0732218e+00   9.9991314e-01
   5.0790330e+00   9.9991315e-01
   5.0848443e+00   9.9991317e-01
   5.0906555e+00   9.9991318e-01
   5.0964668e+00   9.9991319e-01
   5.1022780e+00   9.9991320e-01
   5.1080893e+00   9.9991321e-01
   5.1139005e+00   9.9991322e-01
   5.1197118e+00   9.9991323e-01
   5.1255230e+00   9.9991324e-01
   5.1313343e+00   9.9991325e-01
   5.1371455e+00   9.9991326e-01
   5.1429568e+00   9.9991327e-01
   5.1487680e+00   9.9991327e-01
   5.1545793e+00   9.9991328e-01
   5.1603905e+00   9.9991329e-01
   5.1662018e+00   9.9991329e-01
   5.1720130e+00   9.9991330e-01
   5.1778243e+00   9.9991330e-01
   5.1836355e+00   9.9991331e-01
   5.1894468e+00   9.9991331e-01
   5.1952580e+00   9.9991332e-01
   5.2010693e+00   9.9991332e-01
   5.2068805e+00   9.9991332e-01
   5.2126918e+00   9.9991332e-01
   5.2185030e+00   9.9991333e-01
   5.2243143e+00   9.9991333e-01
   5.2301255e+00   9.9991333e-01
   5.2359368e+00   9.9991333e-01
   5.2417480e+00   9.9991333e-01
   5.2475593e+00   9.9991333e-01
   5.2533705e+00   9.9991333e-01
   5.2591818e+00   9.9991334e-01
   5.2649930e+00   9.9991334e-01
   5.2708043e+00   9.9991334e-01
   5.2766155e+00   9.9991334e-01
   5.2824268e+00   9.9991334e-01
   5.2882380e+00   9.9991334e-01
   5.2940493e+00   9.9991334e-01
   5.2998605e+00   9.9991334e-01
   5.3056718e+00   9.9991334e-01
   5.3114830e+00   9.9991335e-01
   5.3172943e+00   9.9991335e-01
   5.3231055e+00   9.9991335e-01
   5.3289168e+00   9.9991335e-01
   5.3347280e+00   9.9991336e-01
   5.3405393e+00   9.9991336e-01
   5.3463505e+00   9.9991336e-01
   5.3521618e+00   9.9991337e-01
   5.3579730e+00   9.9991337e-01
   5.3637843e+00   9.9991337e-01
   5.3695955e+00   9.9991338e-01
   5.3754068e+00   9.9991338e-01
   5.3812180e+00   9.9991338e-01
   5.3870293e+00   9.9991339e-01
   5.3928405e+00   9.9991339e-01
   5.3986518e+00   9.9991340e-01
   5.4044630e+00   9.9991340e-01
   5.4102743e+00   9.9991340e-01
   5.4160855e+00   9.9991341e-01
   5.4218968e+00   9.9991341e-01
   5.4277080e+00   9.9991341e-01
   5.4335193e+00   9.9991342e-01
   5.4393305e+00   9.9991342e-01
   5.4451418e+00   9.9991342e-01
   5.4509530e+00   9.9991343e-01
   5.4567643e+00   9.9991343e-01
   5.4625755e+00   9.9991343e-01
   5.4683868e+00   9.9991343e-01
   5.4741980e+00   9.9991344e-01
   5.4800093e+00   9.9991344e-01
   5.4858205e+00   9.9991344e-01
   5.4916318e+00   9.9991344e-01
   5.4974430e+00   9.9991344e-01
   5.5032543e+00   9.9991344e-01
   5.5090656e+00   9.9991344e-01
   5.5148768e+00   9.9991345e-01
   5.5206881e+00   9.9991345e-01
   5.5264993e+00   9.9991345e-01
   5.5323106e+00   9.9991345e-01
   5.5381218e+00   9.9991345e-01
   5.5439331e+00   9.9991345e-01
   5.5497443e+00   9.9991345e-01
   5.5555556e+00   9.9991345e-01
   5.5613668e+00   9.9991345e-01
   5.5671781e+00   9.9991345e-01
   5.5729893e+00   9.9991344e-01
   5.5788006e+00   9.9991344e-01
   5.5846118e+00   9.9991344e-01
   5.5904231e+00   9.9991344e-01
   5.5962343e+00   9.9991344e-01
   5.6020456e+00   9.9991344e-01
   5.6078568e+00   9.9991344e-01
   5.6136681e+00   9.9991343e-01
   5.6194793e+00   9.9991343e-01
   5.6252906e+00   9.9991343e-01
   5.6311018e+00   9.9991343e-01
   5.6369131e+00   9.9991343e-01
   5.6427243e+00   9.9991343e-01
   5.6485356e+00   9.9991342e-01
   5.6543468e+00   9.9991342e-01
   5.6601581e+00   9.9991342e-01
   5.6659693e+00   9.9991342e-01
   5.6717806e+00   9.9991342e-01
   5.6775918e+00   9.9991341e-01
   5.6834031e+00   9.9991341e-01
   5.6892143e+00   9.9991341e-01
   5.6950256e+00   9.9991341e-01
   5.7008368e+00   9.9991341e-01
   5.7066481e+00   9.9991341e-01
   5.7124593e+00   9.9991341e-01
   5.7182706e+00   9.9991341e-01
   5.7240818e+00   9.9991341e-01
   5.7298931e+00   9.9991341e-01
   5.7357043e+00   9.9991341e-01
   5.7415156e+00   9.9991341e-01
   5.7473268e+00   9.9991341e-01
   5.7531381e+00   9.9991341e-01
   5.7589493e+00   9.9991341e-01
   5.7647606e+00   9.9991341e-01
   5.7705718e+00   9.9991341e-01
   5.7763831e+00   9.9991341e-01
   5.7821943e+00   9.9991341e-01
   5.7880056e+00   9.9991342e-01
   5.7938168e+00   9.9991342e-01
   5.7996281e+00   9.9991342e-01
   5.8054393e+00   9.9991342e-01
   5.8112506e+00   9.9991342e-01
